-73.23	-35.79	35	24
-73.16	-35.8	14	24
-73.05	-35.83	35	24
-70.93	-36.03	109.4	400
-71.48	-36.07	90.2	400
-71.35	-36.05	89.4	400
-73.1	-35.72	26	24
-71.39	-35.98	93.8	400
-70.92	-35.96	116.9	400
-71.64	-35.84	87.2	400
-71.4	-35.85	83.3	400
-73.47	-35.54	14	24
-73.06	-35.59	24	24
-71.36	-35.79	93.1	400
-72.94	-35.56	30	24
-71.24	-35.69	91.6	400
-71.1	-35.71	101.1	400
-71.28	-35.75	92.3	400
-73.04	-35.44	22	24
-73.39	-35.39	29	24
-72.9	-35.41	21	24
-71.61	-35.56	70.8	32.72
-71.23	-35.62	104.7	20.07
-72.97	-35.37	23.3	13.03
-72.83	-35.38	21	24
-71.32	-35.58	96	400
-71.16	-35.45	87.5	400
-69.89	-35.65	173.7	400
-71.04	-35.47	104.2	0.62
-71.92	-35.24	41	24
-71.19	-35.3	92.2	400
-71.08	-35.34	87.1	400
-70.92	-35.3	89.6	400
-71.16	-35.29	90.9	400
-71.08	-35.29	90.8	400
-70.84	-35.38	113	400
-72.47	-36.3	35	24
-71.14	-35.18	81.4	47.2
-71.09	-35.24	94	400
-71.01	-35.16	87.2	400
-71.06	-35.17	94.1	400
-69.9	-35.33	145.3	400
-71.08	-35.11	83.9	23.52
-70.9	-35.2	95.7	400
-71.93	-34.88	34	24
-71.62	-34.9	46	24
-71.62	-34.91	49	24
-70.7	-35	98.6	40.32
-70.84	-35.05	92.1	400
-69.58	-35.21	175	400
-69.95	-35.1	140.8	400
-70.81	-34.99	95.6	3.46
-70.81	-35.04	98.8	1.37
-72.68	-34.53	35	24
-70.77	-34.87	110.1	400
-70.96	-34.87	90.5	400
-72.3	-34.53	31	24
-71.91	-34.61	35	24
-71.64	-34.78	54	24
-70.74	-34.81	93.9	400
-72.04	-33.91	28.2	9.24
-72.06	-33.91	24.4	8.53
-72.21	-33.92	35.2	20.52
-71.25	-33.84	40	24
-71.75	-34.15	33.8	5.15
-72.2	-34.31	30.2	6.92
-72.23	-34.32	24.8	8.18
-72.18	-34.25	45	24
-71.62	-34.13	37	24
-72.25	-33.94	28	38.07
-72.15	-33.69	27.9	29.92
-71.99	-34.03	41.9	80.82
-72.2	-34.03	32.6	2.82
-72.01	-33.7	27.5	34.46
-72.33	-33.99	33	24
-72.27	-33.96	29.2	2.04
-72.21	-34.02	16.9	1.93
-72.21	-33.99	25.8	2.66
-72.13	-33.7	30.8	6.76
-71.95	-34.16	31	24
-72.17	-34.27	40	24
-72.07	-34.18	35	24
-72.32	-33.85	36	24
-72.1	-34.2	36	24
-72.25	-34.15	22	24
-72.06	-33.93	32	24
-72.14	-34.21	39	24
-72.07	-33.86	17	24
-71.83	-33.82	20	24
-69.33	-34.82	171.6	400
-70.13	-33.94	111.4	400
-70.9	-33.86	79.6	400
-70.69	-33.88	83	400
-70.4	-34.34	106.9	400
-70.3	-34.15	114.6	400
-70.29	-34.19	112.6	400
-70.94	-34.47	80.5	400
-70.42	-34.52	111	400
-70.21	-33.97	105.2	400
-70.33	-34.38	109.3	400
-70.46	-34.06	99.6	400
-70.44	-34.39	113.5	400
-70.98	-33.84	78.5	400
-70.64	-34.38	97.8	400
-70.43	-34.4	103.7	400
-70.49	-34.31	109.4	400
-70.48	-34.14	106	400
-70.33	-33.97	108.6	2.07
-70.65	-34.47	93.3	5.24
-72.03	-33.63	22.6	22.18
-72	-33.61	32.1	20.25
-72.04	-33.68	35	24
-71.93	-33.64	30	24
-71.86	-33.66	29	24
-70.13	-33.85	100.8	5.34
-70.56	-33.87	89.2	400
-70.11	-33.84	114	5.02
-70.16	-33.88	112.5	400
-72.08	-33.52	33	24
-72.17	-33.53	26	24
-70.68	-33.67	90.2	400
-71.24	-33.68	71.5	400
-70.19	-33.78	101.5	400
-70.11	-33.79	106.4	400
-71.81	-33.49	36.1	40.83
-72.22	-33.42	22.8	14.9
-72.13	-33.49	17.6	52.27
-72.15	-33.36	26.4	31.14
-72.09	-33.36	24.6	66.75
-71.83	-33.42	31	24
-71.87	-33.41	38	24
-70.54	-33.47	82.6	400
-70.55	-33.53	85.9	400
-70.65	-33.45	84.5	400
-70.5	-33.53	97.6	400
-70.73	-33.48	83.1	400
-71.83	-33.27	43.4	36
-72.3	-33.28	23.6	23.81
-71.99	-33.29	31.2	19.54
-72.11	-33.25	35	24
-70.24	-33.46	100.4	400
-71.87	-33.16	31.6	12.46
-71.74	-33.23	45.9	90.82
-71.65	-33.2	42	24
-71.99	-33.22	29.2	7.51
-71.96	-33.21	36.1	65.93
-72.12	-33.22	24	24
-72.06	-33.17	18	24
-70.23	-33.38	102.7	400
-70.04	-33.4	103.1	400
-70.3	-33.37	103.3	400
-70.75	-33.32	76.8	400
-72.26	-33.1	23.3	71.74
-71.83	-33.08	33.7	21.62
-70.22	-33.25	113	400
-67.77	-33.4	185	400
-70.03	-33.25	105.8	400
-70.35	-33.28	97.2	400
-70.33	-33.29	102.4	400
-70.09	-33.29	110.1	400
-70.27	-33.24	99.8	400
-67.95	-33.46	182	400
-72	-33.02	30.7	34.69
-72.02	-32.97	33.4	9.24
-72.02	-32.99	29.5	12.25
-70.21	-33.13	101.6	400
-70.36	-33.1	96.2	400
-70.5	-33.1	91.9	400
-70.03	-33.15	106.2	400
-70.2	-33.11	99.3	400
-70.18	-33.18	102.5	400
-71.91	-32.93	29.7	9.55
-69.84	-33.01	98.6	400
-68.58	-33.15	156.2	400
-70.19	-32.99	102.6	400
-70.06	-33.07	109.3	400
-70.25	-33.08	97.6	400
-70.31	-32.98	102.7	400
-70.15	-33.08	101.6	400
-71.6	-32.79	54	87.98
-71.74	-32.84	26.4	18.32
-71.93	-32.8	19	24
-70.18	-32.9	103.4	400
-71.84	-32.85	73.9	52.85
-70.1	-32.91	102.2	400
-70.16	-32.94	98.9	400
-70.73	-32.85	81.6	400
-70.87	-32.92	75.3	400
-71.73	-32.77	32.5	14.52
-71.97	-33.66	21.2	8.35
-71.69	-32.69	25	24
-71.79	-32.71	30	24
-70.17	-32.82	100.9	400
-69.09	-32.83	136.3	400
-69.19	-32.92	138.8	400
-68.79	-32.88	144.3	400
-69.94	-32.83	111.5	400
-70.1	-32.88	105.9	400
-68.21	-32.96	154.3	400
-70.33	-32.86	115.7	225
-69.46	-32.92	127.5	0.67
-69.85	-32.83	115.1	1.02
-71.55	-32.63	33	24
-71.69	-32.64	48.5	27.56
-71.73	-32.64	50.1	39.82
-72.18	-32.63	11.5	33.06
-71.69	-32.63	40.7	26.73
-71.66	-32.64	31.2	5.9
-71.69	-32.61	28.3	3.39
-71.99	-32.61	12	24
-71.64	-32.6	23	24
-71.61	-32.61	22	24
-70.36	-32.68	89.4	400
-70.7	-32.68	76.9	400
-69.97	-32.71	103.1	400
-69.85	-32.69	107.5	400
-70.1	-32.68	106.8	400
-69.89	-32.74	107.5	400
-71.66	-32.58	33	24
-71.39	-32.52	32	24
-71.79	-32.5	36	24
-72.02	-32.54	12	24
-71.85	-32.58	13	24
-70.1	-32.58	107.5	15.52
-69.69	-32.68	116	400
-69.8	-32.66	102	400
-70.35	-32.58	101.5	400
-69.88	-32.65	113.6	400
-70.52	-32.57	88.2	400
-70.48	-32.63	98.1	400
-70.03	-32.64	102.5	3.03
-67.04	-32.76	171.7	6.4
-71.6	-32.47	32	24
-71.73	-32.46	18	24
-72.05	-32.47	25	24
-71.95	-32.46	32	24
-71.2	-32.49	70.8	21.44
-69.22	-32.58	117.4	400
-70.65	-32.5	90.9	400
-67.33	-32.66	161.2	400
-69.82	-32.54	114.9	400
-69.92	-32.57	102.8	400
-69.67	-32.51	120.5	400
-69.7	-32.42	110.2	400
-69.95	-32.48	99.8	400
-70.06	-32.42	115.2	400
-71.77	-32.26	32.7	24.9
-71.49	-32.32	37	24
-69.43	-32.38	115.8	400
-69.98	-32.38	107	400
-67.5	-32.46	145.6	400
-71.38	-32.2	46.4	5.29
-71.58	-32.97	42.6	4.54
-69.83	-32.22	110.9	400
-69.62	-32.31	116	400
-71.31	-32.24	75.6	400
-71.38	-32.17	81.7	29.38
-71.1	-32.21	81.9	400
-67.17	-32.21	146.7	55.06
-69.31	-32.14	116	400
-70.17	-32.15	106.4	19.62
-70.86	-32.16	88.2	400
-67.87	-32.15	124.5	400
-69.96	-32.16	108.2	400
-70.26	-32.17	107.9	400
-71.12	-32.03	58	1.9
-67.51	-32.11	138.8	400
-68.39	-32.13	124.1	400
-69.4	-32.1	113.2	400
-70.02	-32.05	105.3	400
-70.33	-32.06	106.2	400
-69.55	-32.04	103.2	400
-70.07	-32.03	104.5	400
-69.96	-32.03	107.6	400
-68.42	-32.08	116.2	1.99
-69.66	-32.03	108.7	3.03
-71.57	-31.87	46	7.29
-71.95	-31.89	33.9	10.37
-71.56	-31.9	39	24
-68.03	-31.99	118.9	3.96
-69.69	-31.9	114.9	400
-68.4	-31.94	114.5	400
-70.01	-31.89	110.8	400
-70.38	-31.92	97.2	27.25
-69.19	-31.93	118.6	400
-68.36	-31.93	112.2	400
-67.21	-32	133.9	400
-71.26	-31.93	79.4	59.75
-68.42	-31.96	122.7	400
-67.39	-32.02	133.7	400
-69.54	-32.01	103.4	24.5
-69.61	-31.9	116.3	400
-69.51	-31.96	114.8	400
-69.32	-31.98	120.2	6.45
-67.35	-31.84	131.3	400
-71.21	-31.83	79.7	400
-67.7	-31.84	121.5	400
-67.32	-31.83	133	400
-69.44	-31.79	111.6	400
-67.97	-31.85	114.6	400
-68.31	-31.79	109.6	400
-71.39	-31.85	71.1	400
-68.27	-31.81	108.2	400
-71.1	-31.84	73.1	400
-68.25	-31.79	111.3	400
-69.19	-31.87	110.2	400
-69.3	-31.8	111.3	400
-69.47	-31.85	111.3	400
-70.43	-31.83	97.8	400
-68.27	-31.86	113.7	400
-69.76	-31.88	118.1	400
-69.88	-31.88	112.8	400
-67.34	-31.82	125.1	400
-70.01	-31.83	109.1	10.43
-69.21	-31.84	120.6	400
-69.13	-31.79	117.1	400
-69.57	-31.84	118	400
-71.79	-31.76	48.9	25.6
-71.6	-31.74	50	41.6
-71.77	-31.65	43.8	31.47
-71.29	-32.31	51	24
-71.59	-31.67	57.1	24.5
-71.71	-32.69	46.2	3.8
-71.67	-31.71	29.7	1.25
-71.9	-31.58	29	24
-71.86	-31.53	29	24
-71.16	-31.75	45	24
-69.03	-31.11	109.2	400
-68.64	-31.35	114.5	70.56
-68.63	-31.27	105.2	400
-67.19	-31.55	126.9	400
-68.72	-30.9	106	400
-70.14	-31.71	107.1	400
-69.47	-31.53	110.9	400
-68.13	-31.38	109.2	400
-69.45	-31.67	116.8	400
-69.94	-31.42	107.5	400
-69.11	-31.45	104.3	400
-69.79	-31.64	113.2	400
-68.04	-31.43	109.2	400
-68.85	-31.12	105.4	400
-68.26	-31.72	109.1	400
-68.24	-31.73	114.4	400
-65.27	-30.81	182.5	400
-69.4	-31.58	110.5	400
-71.03	-31.57	84.1	400
-69.2	-31.7	109.9	400
-67.12	-31.62	130.7	400
-68.71	-31.43	104.7	400
-69.35	-31.63	112.2	400
-68.82	-30.86	113.1	400
-70.1	-31.32	117	400
-67.26	-31.5	121.6	400
-65.81	-31.18	162.4	400
-68.92	-31.45	101.3	400
-68.79	-31.57	105.4	400
-65.39	-30.74	179.3	400
-68.62	-31.4	107.3	400
-69.14	-31.5	112.6	400
-68.99	-31.31	106.9	400
-67.12	-31.55	131.8	400
-67.11	-31.59	129.8	400
-68.62	-31.39	107	400
-68.78	-31.33	106.6	400
-65.52	-31.02	176.7	400
-69.2	-31.61	117.7	400
-65.49	-30.95	177.9	400
-70.86	-31.45	89	400
-68.7	-31.26	108.6	400
-68.92	-31.27	110.1	400
-69.12	-31.62	107.2	400
-68.94	-31.22	107.7	400
-69.28	-31.64	108.5	400
-65.44	-30.86	164.3	28.62
-68.68	-31.31	113.4	14.67
-69.1	-31.26	110.6	400
-69.35	-31.68	111.7	400
-69.94	-31.46	102	400
-68.27	-31.11	108.6	400
-65.42	-30.85	184.4	400
-65.31	-30.82	195.1	400
-67.33	-31.71	130.9	400
-67.93	-31.59	108.7	400
-69.21	-31.59	113	5.02
-65.22	-30.81	189.3	400
-68.92	-31.56	115.9	400
-68.24	-31.7	107	5.02
-67.04	-31.64	123.2	400
-69.12	-31.01	114	400
-69.28	-31.77	110.6	400
-69.01	-31.69	113.2	400
-65.37	-30.92	179.2	38.94
-68.71	-31.24	111.6	400
-68.67	-31.3	105.6	400
-65.66	-30.94	172.3	400
-68.21	-31.26	102.5	400
-67.83	-31.5	113	5.02
-68.92	-31.78	104.1	400
-69.21	-31.38	111.1	400
-68.17	-31.65	112.6	400
-69.23	-31.69	106.8	400
-71.36	-31.54	74.4	13.1
-69.2	-31.3	113.8	400
-68.65	-31.64	115.3	400
-70.01	-31.73	112.4	400
-68.96	-31.18	112.3	400
-69.36	-31.45	111.9	400
-68.93	-31.44	105.5	400
-68.75	-31.32	110.9	400
-69.22	-31.36	109.3	400
-68.68	-31.21	110.8	400
-69.48	-31.75	112.6	400
-67.42	-31.68	119	400
-68.75	-31.46	105.1	400
-69.35	-31.63	113.4	400
-68.82	-31.2	106.5	400
-68.89	-31.57	109	400
-68.35	-31.71	107.9	22.09
-68.65	-31.46	112.5	400
-69.15	-31.53	116	5.02
-69.62	-31.74	112.9	400
-69.19	-31.56	109.6	400
-68.61	-31.22	109.5	400
-65.25	-30.69	162.7	13.54
-65.86	-31.25	162	400
-69.08	-31.43	110.9	400
-68.59	-31.37	115.8	400
-68.42	-31.2	111.9	400
-68.24	-31.51	107.2	400
-68.52	-31.33	106.3	400
-69.89	-31.68	115.6	400
-68.6	-31.32	100.5	16.97
-68.84	-31.33	102.3	26.83
-67.97	-31.47	107.5	400
-68.96	-31.33	109.3	10.18
-69.33	-31.41	118.3	400
-69.38	-31.52	114.6	400
-69.19	-31.4	110.8	400
-69.11	-31.65	112.5	400
-69.31	-31.65	117.7	400
-66.93	-31.44	122.4	400
-68.8	-31.43	104.7	400
-69.05	-31.54	105.9	400
-68.89	-31.47	107	400
-68.66	-31.48	105.1	400
-67.1	-31.73	137	5.02
-67.05	-31.75	137.2	400
-66.99	-31.74	136	400
-66.96	-31.69	131.7	1.59
-68.62	-31.37	105	5.02
-69.06	-31.62	110	400
-69	-31.65	109.4	1.42
-68.86	-31.49	103.9	4.88
-69.43	-31.78	110.3	4.58
-69.2	-31.59	109.1	3.72
-67.94	-31.3	102.1	5.81
-68.16	-31.57	107.9	0.64
-67.97	-31.42	104.4	7.29
-65.23	-30.39	180.5	4.71
-65.39	-30.97	179.5	0.48
-69.14	-31.7	108.4	2.43
-69.12	-31.4	111.6	5.76
-69.74	-31.7	120.9	0.94
-68.81	-31.31	111.9	5.52
-71.72	-31.47	26	2.28
-70.87	-31.21	89.1	400
-70.08	-31	111.5	400
-70.58	-31.08	98.9	9.55
-69.11	-30.74	113.3	400
-69.22	-30.73	112	400
-71.26	-31.14	72.8	44.89
-71.13	-31.05	90.3	92.16
-68.57	-30.46	101	9.8
-71.41	-30.99	34	24
-69.34	-30.62	115.6	400
-71.32	-30.97	75.1	400
-68.72	-30.44	120.7	400
-71.22	-30.84	44	24
-71.03	-30.88	95.7	116.64
-71.21	-30.77	50.7	4.71
-71.22	-30.74	45	24
-71.2	-30.75	52	24
-71.12	-30.81	54	24
-68.85	-30.25	106.3	18.06
-71.2	-30.82	75.7	47.47
-63.08	-28.91	602.4	400
-62.88	-28.81	610.4	400
-71.36	-30.76	46.4	5.71
-71.23	-30.68	33	24
-63.14	-28.75	592.5	400
-70.18	-30.47	104.8	400
-68.66	-30.09	111.4	400
-71.25	-30.69	70.8	46.79
-63.22	-28.75	595.1	3.03
-62.95	-28.71	604	5.02
-71.37	-30.75	73.8	58.22
-63.03	-28.65	600.5	400
-63.02	-28.64	610.4	14.82
-71.16	-30.69	78.5	33.41
-69.23	-30.29	113	400
-63.39	-28.7	529.5	400
-71.68	-30.64	43	24
-71.99	-30.74	33	24
-71.63	-30.65	28	24
-67.85	-29.82	110.4	400
-67.58	-29.66	114.1	400
-68.65	-29.97	106.4	400
-63.02	-28.54	600	5.02
-70.88	-30.43	82.3	400
-62.96	-28.53	626	3.17
-72.02	-30.55	33	24
-71.86	-30.52	33	24
-72.13	-30.61	33	24
-71.25	-30.46	56.8	5.9
-69.71	-30.06	116.2	400
-62.93	-28.32	610	5.02
-62.98	-28.34	615.1	400
-62.94	-28.39	610	5.02
-71.51	-30.34	37.3	7.45
-72.04	-30.46	13.2	24.6
-71.2	-30.32	73.4	400
-63.07	-28.31	594.7	400
-63.15	-28.36	591.1	400
-63.07	-28.28	590.7	400
-63.21	-28.32	561	5.02
-69.02	-29.85	123.6	400
-71.34	-30.26	40.3	2.34
-63.21	-28.28	564.8	400
-68.75	-29.72	113.1	21.72
-68.69	-29.64	123.2	32.95
-63.24	-28.3	563.4	400
-63.16	-28.24	596.8	400
-63.14	-28.22	596.5	400
-63.2	-28.2	596.9	46.92
-68.33	-29.52	111.7	400
-63.24	-28.21	574.3	400
-63.09	-28.18	603.3	2.46
-63.25	-28.24	572.6	400
-63.09	-28.17	594.1	400
-63.37	-28.25	537.7	400
-67.11	-29.18	129.7	400
-71.95	-30.18	32.6	14.29
-69.46	-29.65	118.6	400
-62.9	-28.01	596.3	400
-62.95	-28.01	618	3.88
-69.78	-29.78	111.9	400
-62.97	-28.01	609.4	400
-67.74	-29.3	112.2	400
-68.3	-29.39	104.9	400
-69.4	-29.62	103.2	19.27
-71.57	-30.04	53	7.02
-69.51	-29.54	110.8	400
-67.58	-29.12	117	27.67
-67.11	-29.01	134.6	400
-67.34	-29.08	124.7	400
-69.52	-29.6	111.5	24.01
-69.34	-29.53	102.7	32.26
-71.4	-29.89	54.2	6.55
-71.98	-29.98	34.7	5.02
-67.98	-29.09	111.8	400
-67.28	-29	123.4	61.31
-67.39	-28.93	128.8	400
-71.46	-29.9	74.3	15.76
-68.68	-29.23	106.8	400
-67.09	-28.87	133	19.8
-71.89	-29.88	17.3	25
-67.21	-28.84	136.1	400
-67.4	-28.89	130.5	400
-68.58	-29.18	107.9	400
-67.1	-28.83	138.2	400
-67.41	-28.88	127.1	19.18
-68.38	-29.14	106.5	400
-67.49	-28.89	123	400
-69.47	-29.39	118.6	18.06
-63.17	-27.66	579.9	2.96
-63.21	-27.7	582.4	400
-67.38	-28.74	122.7	58.68
-63.32	-27.64	575.7	400
-63.23	-27.64	559	400
-70.84	-29.61	72.1	400
-68.44	-29.07	101.9	14.44
-68.7	-29.08	108.3	400
-71.14	-29.6	72.5	400
-70.4	-29.5	91.2	400
-67.38	-28.74	132.1	400
-71.3	-29.63	71	5.02
-69.47	-29.26	115.6	400
-68.23	-29	103.9	16.48
-68.56	-29.05	104.2	400
-67.34	-28.78	119.4	7.56
-67.17	-28.73	127	400
-68.35	-29.05	101.9	400
-69.38	-29.21	97.2	12.25
-67.16	-28.73	131.1	9.99
-67.2	-28.75	130	400
-63.22	-27.58	580.7	114.28
-69.53	-29.17	105.8	42.25
-67.35	-28.68	130.7	400
-67.27	-28.69	135.3	400
-63.31	-27.63	559	400
-67.19	-28.62	128.1	53.14
-69.32	-29.13	98.4	74.82
-67.51	-28.73	128.3	400
-71.17	-29.6	70.6	400
-63.25	-27.58	581.8	400
-69.25	-29.12	109.9	85.19
-69.36	-29.11	119.5	400
-69.54	-29.14	122.3	400
-70.83	-29.39	80.9	400
-69.76	-29.15	94.6	69.22
-68.96	-29.03	110.1	24.01
-63.26	-27.5	582.3	400
-69.69	-29.05	107.8	400
-63.35	-27.53	561.5	400
-63.26	-27.57	555.9	16.24
-69.51	-29.05	109.6	400
-67.47	-28.57	110.7	45.02
-63.21	-27.55	573.7	69.22
-63.35	-27.59	556.2	105.27
-67.33	-28.53	137.3	400
-68.86	-28.86	114	5.02
-69.79	-29.06	117.4	225
-71.71	-29.41	45.4	10.43
-69.72	-28.98	100	400
-63.21	-27.44	569.2	32.15
-67.46	-28.51	135.3	400
-68.57	-28.73	110.5	400
-63.19	-27.44	585	30.69
-69.07	-28.84	104.8	400
-67.48	-28.5	128.8	400
-63.17	-27.46	581.9	400
-63.2	-27.46	569.4	400
-69.44	-28.92	109.3	29.38
-67.58	-28.51	135.7	400
-67.33	-28.46	130.5	48.02
-69.97	-29.03	108.9	400
-63.29	-27.42	563.3	60.84
-69.48	-28.88	109.6	400
-71.15	-29.24	71.8	25.4
-69.61	-28.9	105.4	400
-67.58	-28.42	132.1	400
-67.39	-28.36	133.3	24.8
-69.5	-28.86	106.6	400
-67.26	-28.39	129.2	68.72
-68.65	-28.69	100.2	400
-68.54	-28.66	104.8	1.32
-71.23	-29.05	45.2	3.13
-67.24	-28.3	143.7	400
-68.26	-28.46	113.1	400
-63.27	-27.38	591.6	400
-63.26	-27.25	561.2	75.17
-67.55	-28.31	128.7	400
-69.39	-28.68	96.5	28.2
-63.35	-27.38	549.4	4.12
-63.33	-27.35	574.1	16.48
-67.38	-28.29	134.4	400
-68.73	-28.59	111.8	400
-69.38	-28.73	100.1	35.05
-69.65	-28.71	92.9	17.06
-68.84	-28.63	110.7	400
-70.05	-28.78	96	400
-67.28	-28.23	133.6	24.21
-67.74	-28.39	131.4	400
-63.48	-27.43	529.2	400
-67.48	-28.27	113.8	24.5
-67.43	-28.31	118.2	16.32
-67.52	-28.31	126	0.9
-63.27	-27.25	556.2	12.74
-66.76	-27.99	160.7	400
-69.63	-28.65	103.4	400
-68.85	-28.51	109.2	400
-66.54	-27.98	171.3	400
-66.63	-28.04	166.2	400
-66.49	-28	170.2	41.6
-66.56	-27.94	168.5	400
-63.36	-27.27	549.8	400
-66.68	-27.97	160.8	400
-66.59	-27.93	169.5	400
-66.59	-27.95	167.7	400
-66.57	-27.97	166.6	400
-66.56	-28.01	165.3	400
-66.63	-27.94	171.2	49.56
-66.56	-27.93	166.5	21.44
-68.79	-28.51	89.3	21.25
-67.28	-28.15	139.3	8.58
-66.71	-28.03	165.3	400
-69.16	-28.52	103	400
-69.24	-28.6	102.6	400
-66.58	-28.03	166.3	400
-66.69	-27.99	170.6	400
-66.59	-28	165.3	400
-67.55	-28.25	133.1	15.44
-66.55	-27.97	171.6	400
-66.9	-28.01	153.7	87.05
-70.02	-28.69	98.2	9.8
-66.52	-27.98	172	400
-66.74	-28.04	161.3	400
-67.48	-28.17	137.9	10.5
-66.56	-27.96	168.9	400
-66.58	-27.96	163.9	400
-67.48	-28.24	116.7	75.52
-69.08	-28.57	105.3	400
-66.59	-27.97	195.2	225
-70.63	-28.87	75.8	400
-66.65	-27.96	162.1	2.82
-67.38	-28.17	135	5.02
-66.63	-27.96	170	400
-63.33	-27.11	575.4	6.66
-66.53	-27.89	165.7	18.15
-66.38	-27.84	175.7	400
-67.35	-28.08	139.3	400
-66.61	-27.9	162.5	29.92
-66.61	-27.93	157.8	45.97
-69.14	-28.47	109.1	400
-66.9	-27.95	156.2	400
-66.64	-27.92	164.1	45.56
-66.86	-27.97	169.4	400
-68.86	-28.36	102.4	28.94
-63.43	-27.15	566	400
-66.74	-27.94	165.3	400
-66.49	-27.9	174.7	400
-66.79	-27.97	167.9	400
-66.48	-27.87	153.6	111.51
-66.63	-27.91	167	400
-66.68	-27.92	168.6	400
-68.88	-28.4	112.8	400
-66.51	-27.87	173.9	400
-68.92	-28.38	114.2	400
-66.78	-27.93	156.5	400
-66.38	-27.88	158.9	27.04
-62.86	-27	611.4	400
-66.4	-27.88	163.8	6.5
-66.68	-27.94	160	400
-70.04	-28.64	102.7	4.62
-66.81	-27.83	160.8	400
-63.34	-27.06	560.7	400
-66.62	-27.81	169.7	400
-66.61	-27.87	165.8	50.98
-66.73	-27.89	170.1	400
-66.67	-27.79	142.4	31.36
-70.4	-28.62	96.2	400
-63.41	-27.06	560.2	31.81
-66.93	-27.91	165.2	56.1
-67.36	-27.99	148	400
-66.66	-27.83	161.2	38.07
-63.31	-27.07	554.9	400
-66.81	-27.93	170.8	400
-66.86	-27.88	163.2	400
-66.93	-27.9	174.9	400
-63.35	-27.01	560.6	400
-66.86	-27.83	167.7	400
-66.67	-27.79	163.5	400
-66.5	-27.78	173.6	400
-66.65	-27.85	167.1	400
-69.11	-28.37	105.4	400
-66.73	-27.87	166.6	400
-66.74	-27.88	163.6	400
-66.94	-27.85	160.2	400
-66.74	-27.89	165.9	400
-67.05	-27.88	152.3	400
-66.87	-27.94	152.3	29.92
-66.73	-27.91	168.3	400
